Name,Control,Region,Locale,AdmissionRate,UndergradPopulation,%White,%Black,%Hispanic,% sian,%AmericanIndian,%PacificIslander,%Biracial,%NonresidentAliens,AverageCost,CompletionRate150time,3YearDefaultRate,MedianDebtonGraduation,MedianDebtonWithdrawal,MedianFamilyIncome,PovertyRate,NumberofUnemployed8yearsafterentry,NumberofEmployed8yearsafterentry,MedianEarnings8yearsAfterEntry
Northern State University,Public,Great Plains,Remote Town,0.9334,1758,0.8658,0.0176,0.0313,0.0063,0.0159,0.0051,0.0205,0.0375,17334,0.4853,11.2,25654.5,8660,48591.5,9.0699997,68,826,30300
Northwest Missouri State University,Public,Great Plains,Remote Town,0.7241,5274,0.8311,0.0648,0.0296,0.0059,0.0025,0.0013,0.0283,0.022,17005,0.5017,9.5,24490,9255,62365.5,6.96000004,129,1765,34400
Northwest Nazarene University,Private,Rocky Mountains,Mid-size Suburb,0.617,1251,0.7354,0.0144,0.0751,0.0144,0.0048,0.0032,0.016,0.0192,34498,0.4909,3.6,26050,14800,60526,7.38999987,54,451,32300
Northwest University,Private,Far West,Large Suburb,0.972,1354,0.7312,0.0325,0.079,0.0539,0.0118,0.0103,0.0244,0.0199,34608,0.4294,4.6,24000,9375,56863,5.94999981,78,457,35700
Northwestern College,Private,Great Plains,Distant Town,0.7609,1147,0.8474,0.0227,0.0584,0.0096,0.0035,0,0.0166,0.0279,37884,0.6327,2.4,25250,10500,68899,5.32000017,30,512,32600
Northwestern Oklahoma State University,Public,Southwest,Remote Town,0.598,2005,0.6673,0.0693,0.0668,0.0065,0.0678,0.005,0.0045,0.0384,13065,0.314,16,15000,5500,33698,10.5,101,731,33200
Northwestern State University of Louisiana,Public,Southeast,Remote Town,0.84,7026,0.564,0.2919,0.0454,0.006,0.0115,0.0009,0.0312,0.0091,16605,0.3739,12.6,23500,10586,27444.5,16.5200005,559,3193,30100
Northwestern University,Private,Great Lakes,Small City,0.1532,8855,0.5432,0.0567,0.0966,0.1704,0.0026,0,0.0473,0.0688,60729,0.9419,1.3,19200,12497.5,71885.5,6,161,1672,58100
Northwood University-Michigan,Private,Great Lakes,Small City,0.6538,2920,0.6952,0.1014,0.0455,0.0079,0.0031,0.0051,0.0127,0.0284,32803,0.5414,9.6,23474.5,13988.5,49456,7.94999981,207,1958,40800
Norwich University,Private,New England,Distant Town,0.6349,2432,0.8117,0.0308,0.0567,0.0284,0.0152,0.0037,0.0173,0.0115,47341,0.5672,5.2,27000,12000,84597,5.82999992,59,823,43800
Notre Dame College,Private,Great Lakes,Large Suburb,0.9024,1792,0.6496,0.2215,0.0167,0.0156,0.0045,0.0045,0.0151,0.0257,36250,0.387,7.9,27000,10500,47506,8.21000004,36,293,39400
Notre Dame de Namur University,Private,Far West,Large Suburb,0.872,1209,0.2647,0.0571,0.3408,0.1199,0.0066,0.0256,0.0438,0.0389,47115,0.4792,5.4,27000,15750,55277,5.71000004,46,338,47500
Notre Dame of Maryland University,Private,Mid-Atlantic,Large City,0.4964,1220,0.5738,0.2828,0.0557,0.0541,0.0098,0.0041,0,0.0123,41871,0.5283,5.2,27500,13889.5,56669,6.71000004,42,394,45600
Nova Southeastern University,Private,Southeast,Large Suburb,0.5746,5053,0.3129,0.2098,0.3101,0.0657,0.0028,0.0016,0.0154,0.0501,40783,0.4049,3.5,26500,13550,31833,9.19999981,286,1935,42300
Nyack College,Private,Mid-Atlantic,Large Suburb,0.9671,1818,0.236,0.2932,0.2761,0.099,0.0039,0.0033,0.0226,0.0468,34586,0.4276,9.1,27000,12500,44111,13.5,194,1012,39200
Oakland University,Public,Great Lakes,Large Suburb,0.66,16113,0.7663,0.0827,0.0276,0.0419,0.0033,0.0012,0.0243,0.0111,19198,0.4295,6.2,25000,12270,56986,5.73999977,291,2518,37900
Oakwood University,Private,Southeast,Mid-size City,0.3435,1854,0.0102,0.8495,0.0237,0.0016,0.0038,0,0,0.082,34705,0.3632,10.7,30500,18500,42094.5,10.6199999,65,430,27300
Oberlin College,Private,Great Lakes,Fringe Town,0.3041,2894,0.6952,0.0549,0.0729,0.0422,0.001,0.0003,0.0546,0.0681,59683,0.8857,2,25217,12375,97279,6.4000001,76,491,33200
Occidental College,Private,Far West,Large City,0.4239,2101,0.515,0.0447,0.158,0.1285,0.0024,0.0019,0.0909,0.0371,60655,0.8777,2.2,21500,12000,67714.5,8.5699997,43,385,41100
Oglethorpe University,Private,Southeast,Large Suburb,0.5576,1020,0.349,0.1843,0.101,0.0392,0.0029,0,0.0216,0.0461,43689,0.6201,6.6,27000,11000,46214.5,7.28999996,35,243,37600
Ohio Christian University,Private,Great Lakes,Distant Town,0.9711,3155,0.5842,0.3078,0.0228,0.0067,0.0041,0,0.0219,0.0041,33077,0.3143,11.5,27000,9420,35443,9.10999966,29,156,29400
Ohio Dominican University,Private,Great Lakes,Large City,0.494,1483,0.6258,0.263,0.031,0.0115,0.004,0.0013,0.0378,0.0074,40370,0.4092,7.4,29754.5,10500,49137.5,7.30000019,107,1043,35200
Ohio Northern University,Private,Great Lakes,Fringe Town,0.6785,2205,0.854,0.0372,0.0168,0.0122,0.0005,0.0009,0.0322,0.0449,49618,0.7175,2.7,27000,9210,89742,5.73999977,50,1103,57500
Ohio State University-Main Campus,Public,Great Lakes,Large City,0.5553,43139,0.7233,0.0598,0.0338,0.0539,0.0016,0.0006,0.0263,0.0743,24524,0.8323,7.1,22250,9500,65600.5,6.51000023,1032,11887,38900
Ohio University-Main Campus,Public,Great Lakes,Distant Town,0.7295,23331,0.8324,0.0473,0.024,0.0091,0.0017,0.0008,0.0258,0.0442,23605,0.6657,15,22500,9500,62815,7.82000017,836,7067,35800
Ohio Wesleyan University,Private,Great Lakes,Large Suburb,0.7533,1817,0.7226,0.0611,0.0457,0.0264,0.0017,0,0.0413,0.0748,52819,0.6319,5.1,27000,9500,87265,5.32000017,35,458,36500
Oklahoma Baptist University,Private,Southwest,Distant Town,0.5646,1882,0.7056,0.0489,0.0473,0.0069,0.0484,0.0021,0.0744,0.0345,31759,0.546,5.7,24896,7208,58859,8.27000046,56,508,34100
Oklahoma Christian University,Private,Southwest,Large City,0.6321,1949,0.8784,0.0385,0.0282,0.0334,0.0215,0,0,0,29359,0.4875,6.3,25250,11000,70327,7.46999979,95,674,33200
Oklahoma City University,Private,Southwest,Large City,0.7198,1954,0.5773,0.0619,0.0793,0.0205,0.0271,0,0.0681,0.1612,41431,0.6075,7.8,24168,13500,52723,9.02000046,69,568,37000
Oklahoma Panhandle State University,Public,Southwest,Distant Rural,0.4767,1238,0.6365,0.1002,0.1575,0.0081,0.038,0,0.0202,0.0121,15439,0.2264,16.2,18154,5875,33556,10.8100004,59,493,32300
Oklahoma State University-Main Campus,Public,Southwest,Distant Town,0.7602,20314,0.7222,0.05,0.0472,0.0153,0.0609,0.0001,0.0693,0.028,21338,0.5956,8,20500,9500,52462,9.01000023,553,5190,39800
Oklahoma Wesleyan University,Private,Southwest,Distant Town,0.4934,1110,0.6757,0.0721,0.0712,0.0027,0.0712,0.0018,0.0351,0.0532,32241,0.5688,7.4,23166,8332,53772,9.26000023,45,439,46700
Old Dominion University,Public,Southeast,Mid-size City,0.7679,19483,0.5207,0.2588,0.0662,0.0443,0.0043,0.0048,0.0551,0.0123,20531,0.5117,6.8,23867,14250,48850,7.59999991,390,3899,39200
Olivet College,Private,Great Lakes,Distant Rural,0.5148,1016,0.7982,0.1033,0.0561,0.0049,0.0069,0.002,0.0236,0.0039,31515,0.4341,12.1,27000,9500,57515,7.09999991,54,552,31000
Olivet Nazarene University,Private,Great Lakes,Small Suburb,0.8196,3325,0.7973,0.1011,0.0559,0.0177,0.0009,0.0015,0.015,0.0087,39125,0.5724,4.7,25250,10500,68140,6.73999977,92,990,33900
Oral Roberts University,Private,Southwest,Large City,0.4354,2884,0.5201,0.1488,0.0752,0.0229,0.0329,0,0.0395,0.0579,35070,0.5336,10.8,27000,17016,53889,7.80999994,124,924,32200
Oregon Institute of Technology,Public,Far West,Remote Town,0.7135,3443,0.7511,0.0119,0.0746,0.0561,0.0096,0.0058,0.0485,0.0105,18801,0.444,5.1,26067,12000,38541,9.42000008,117,934,48100
Oregon State University,Public,Far West,Small City,0.7894,22349,0.6897,0.0128,0.0733,0.0662,0.0069,0.0042,0.0575,0.057,22974,0.6147,5,23166,11386,54955,7.5,437,4362,41600
Otis College of Art and Design,Private,Far West,Large City,0.4628,1029,0.2235,0.034,0.1331,0.3226,0.0058,0.0029,0.0603,0.1846,52397,0.5731,10.2,27000,14000,36748,9.46000004,72,331,42400
Otterbein University,Private,Great Lakes,Large Suburb,0.7374,2436,0.8046,0.0628,0.0242,0.0148,0.0029,0.0004,0.0296,0.0218,41646,0.5886,6.5,27000,10477.5,75737,5.78000021,58,895,37100
Ouachita Baptist University,Private,Southeast,Distant Town,0.7011,1513,0.8434,0.08,0.039,0.0106,0.0066,0.0013,0,0.0192,31473,0.6022,6.6,23500,9375,71658,8.65999985,51,396,34600
Our Lady of the Lake University,Private,Southwest,Large City,0.6561,1509,0.116,0.0769,0.729,0.0093,0.006,0.0007,0,0.0106,33227,0.341,9.5,25250,9500,31566.5,14.9899998,78,725,35700
Pace University-New York,Private,Mid-Atlantic,Large City,0.7683,7883,0.4784,0.1095,0.1615,0.0908,0.0033,0.0018,0.0355,0.0644,50625,0.5146,5.9,25000,11500,50322,9.60999966,296,2843,51000
Pacific Lutheran University,Private,Far West,Large Suburb,0.7676,3062,0.7084,0.0278,0.0709,0.0607,0.0078,0.0052,0.0712,0.0392,45299,0.7045,2.7,27000,10250,67839.5,7.09000015,109,1145,42600
Pacific Union College,Private,Far West,Fringe Rural,0.5055,1601,0.2698,0.0768,0.2698,0.1811,0.005,0.0194,0.0725,0.0162,38800,0.4452,5.7,28334,14484,64885,8.30000019,47,494,44600
Pacific University,Private,Far West,Large Suburb,0.8619,1729,0.5281,0.0139,0.1035,0.1313,0.011,0.0237,0.118,0.0174,47922,0.6156,1.8,25750,10875,66418,7.30000019,43,406,37200
Palm Beach Atlantic University,Private,Southeast,Mid-size City,0.8412,2501,0.6126,0.1399,0.1307,0.0132,0.0036,0.0028,0.018,0.0352,37535,0.4667,6,25000,9500,57521,8.39999962,138,947,36000
Park University,Private,Great Plains,Large Suburb,0.9638,9723,0.6229,0.1556,0.1542,0.0185,0.0044,0.0022,0.0169,0.0254,21351,0.4345,9.8,21126,10245,34549,9.92000008,298,2508,43600
Pennsylvania State University-Main Campus,Public,Mid-Atlantic,Small City,0.542,39460,0.7213,0.0427,0.0546,0.0546,0.0007,0.0006,0.0232,0.0894,31625,0.8484,7.7,27000,11500,70439.5,6.78999996,1608,19644,43400
Pennsylvania State University-Penn State Abington,Public,Mid-Atlantic,Large Suburb,0.7774,3231,0.5073,0.1427,0.0947,0.1668,0.0031,0.0025,0.0226,0.0319,19611,0.4803,7.7,27000,11500,70439.5,6.78999996,1608,19644,43400
Pennsylvania State University-Penn State Altoona,Public,Mid-Atlantic,Small City,0.8519,3779,0.7806,0.0849,0.0423,0.0315,0.0013,0.0008,0.0236,0.0257,27591,0.688,7.7,27000,11500,70439.5,6.78999996,1608,19644,43400
Pennsylvania State University-Penn State Berks,Public,Mid-Atlantic,Large Suburb,0.8307,2573,0.7155,0.0956,0.103,0.0381,0.0012,0,0.0202,0.0159,25931,0.5652,7.7,27000,11500,70439.5,6.78999996,1608,19644,43400
Pennsylvania State University-Penn State Brandywine,Public,Mid-Atlantic,Large Suburb,0.7905,1327,0.6699,0.1424,0.0475,0.0852,0.0008,0.0015,0.0203,0.006,19297,0.441,7.7,27000,11500,70439.5,6.78999996,1608,19644,43400
Pennsylvania State University-Penn State Erie-Behrend College,Public,Mid-Atlantic,Mid-size Suburb,0.8408,3797,0.8338,0.0403,0.0298,0.0261,0.0011,0.0005,0.0126,0.0479,27759,0.6995,7.7,27000,11500,70439.5,6.78999996,1608,19644,43400
Pennsylvania State University-Penn State Harrisburg,Public,Mid-Atlantic,Large Suburb,0.7994,3461,0.6253,0.1057,0.0641,0.0743,0.002,0.0006,0.0231,0.0835,26651,0.6086,7.7,27000,11500,70439.5,6.78999996,1608,19644,43400
Pennsylvania State University-Penn State Worthington Scranton,Public,Mid-Atlantic,Large Suburb,0.8186,1089,0.8356,0.0285,0.0468,0.0478,0.0009,0.0009,0.0165,0.0073,20183,0.4608,7.7,27000,11500,70439.5,6.78999996,1608,19644,43400
Pepperdine University,Private,Far West,Large Suburb,0.3734,3516,0.4249,0.068,0.1553,0.1399,0.0046,0.0023,0.0623,0.0876,58772,0.8043,2.2,27000,15943,60331,6.9000001,101,991,52100
Philadelphia University,Private,Mid-Atlantic,Large City,0.6408,2791,0.6034,0.1336,0.0688,0.0444,0.0007,0.0004,0.024,0.0319,46451,0.5827,3.8,27800,8750,81316.5,5.69999981,70,979,43600
Piedmont College,Private,Southeast,Distant Town,0.6118,1281,0.7728,0.096,0.0351,0.0094,0.0055,0.0016,0.0234,0.0023,32031,0.4611,5.4,23224,9810,49580.5,8.60999966,67,406,37000
Pittsburg State University,Public,Great Plains,Distant Town,0.7898,6005,0.8098,0.0403,0.0463,0.0067,0.0157,0.0018,0.0438,0.035,15211,0.5015,10.5,20250,8750,48823,8.28999996,194,1865,35300
Pitzer College,Private,Far West,Large Suburb,0.1451,1081,0.4949,0.0472,0.1508,0.0629,0.0037,0.0009,0.0823,0.0509,59266,0.8214,3.1,15088,10025,61408,9.64999962,18,157,34700
Plymouth State University,Public,New England,Remote Town,0.7748,3986,0.785,0.0171,0.0271,0.0151,0.0025,0,0.0133,0.0138,24828,0.5596,6.4,27000,11800,83925,4.30999994,98,1489,33900
Point Loma Nazarene University,Private,Far West,Large City,0.6654,2543,0.6433,0.0252,0.195,0.0558,0.013,0.0059,0.0507,0.0016,43060,0.7208,2.5,24951,12000,78964,8.10000038,101,800,43900
Point Park University,Private,Mid-Atlantic,Large City,0.7393,3164,0.7225,0.1625,0.0322,0.0117,0.0013,0,0.0376,0.0319,36726,0.4978,11.2,27000,12500,46028,8.72000027,132,1290,32700
Point University,Private,Southeast,Distant Town,0.5353,1354,0.3648,0.4114,0.0355,0.0044,0.0037,0.0015,0.0325,0,27497,0.4776,5.6,31250,9500,56038,7.21000004,18,147,27800
Polytechnic Institute of New York University,Private,Mid-Atlantic,Large City,0.7523,2078,0.2955,0.064,0.0929,0.3474,0.0029,0,0,0.0972,50199,0.5714,2.5,23250,15775,35393,14.9399996,69,619,62000
Pomona College,Private,Far West,Large Suburb,0.1392,1587,0.448,0.0599,0.1474,0.1216,0.0006,0,0.0725,0.0699,57014,0.9573,0,8600,8008,63215,8.5699997,13,117,43100
Pontifical Catholic University of Puerto Rico-Mayaguez,Private,Outlying Areas,Small City,0.3056,1369,0,0,0.992,0,0,0,0,0.0007,9351,0.1789,26.3,13095,5500,14907,50.3199997,944,1758,16600
Pontifical Catholic University of Puerto Rico-Ponce,Private,Outlying Areas,Mid-size City,0.6496,5926,0.0007,0,0.9865,0,0,0,0,0.0049,11355,0.3882,26.3,13095,5500,14907,50.3199997,944,1758,16600
Portland State University,Public,Far West,Large City,0.6117,20085,0.6232,0.0343,0.1009,0.0769,0.0147,0.0075,0.0494,0.0499,19843,0.417,6,24568.5,14166,29525.5,7.11000013,784,4591,38200
Prairie View A & M University,Public,Southwest,Distant Town,0.4232,6731,0.0284,0.8568,0.0588,0.0244,0.0021,0.0004,0.011,0.0126,16782,0.3652,24.5,29052,12980,34372,12.8400002,234,2079,30900
Pratt Institute-Main,Private,Mid-Atlantic,Large City,0.5572,3247,0.4521,0.0447,0.0986,0.1571,0.0034,0.0034,0.0006,0.2239,54582,0.6277,6.6,27000,12000,59029,8.23999977,168,1016,37300
Presbyterian College,Private,Southeast,Distant Town,0.66,1069,0.8232,0.1094,0.015,0.014,0.0037,0,0.0122,0.0168,45130,0.6759,6.2,25000,9500,84599,8.14000034,25,285,37800
Princeton University,Private,Mid-Atlantic,Large Suburb,0.0741,5234,0.4713,0.0764,0.081,0.2008,0.0008,0.0006,0.0417,0.1087,55430,0.9694,2.3,6810,8375,50686,6.76999998,38,258,66500
Providence College,Private,New England,Mid-size City,0.5979,3969,0.7667,0.0411,0.0675,0.0118,0.0013,0.0018,0.0154,0.0186,56184,0.8504,2.3,27000,14500,110798,4.88999987,43,1019,52900
Purdue University-Calumet Campus,Public,Great Lakes,Large Suburb,0.6063,7466,0.5742,0.1362,0.1689,0.023,0.002,0.0019,0.0165,0.0545,16727,0.3131,14.6,22781,11760.5,33145,8.88000011,278,1798,34000
Purdue University-Main Campus,Public,Great Lakes,Mid-size Suburb,0.6042,30167,0.6766,0.0322,0.0395,0.0482,0.0012,0.0009,0.0193,0.1636,23109,0.6994,5.1,23766,12000,77728,5.23999977,474,6955,47500
Purdue University-North Central Campus,Public,Great Lakes,Fringe Rural,0.7218,3514,0.8224,0.0518,0.0808,0.008,0.0054,0.0014,0.0219,0.0083,13713,0.2638,13.7,26000,8250,47378,5.23999977,153,1037,32800
Queens University of Charlotte,Private,Southeast,Large City,0.7686,1703,0.559,0.1767,0.054,0.0299,0.007,0,0.0141,0.057,40930,0.5207,5.6,25000,10695,45248.5,6.42000008,47,412,38100
Quincy University,Private,Great Lakes,Remote Town,0.8859,1166,0.7127,0.1072,0.0369,0.0137,0.0069,0.0026,0.0154,0.0043,36948,0.5043,8.5,25000,10837,61719.5,7.63000011,39,442,33500
Quinnipiac University,Private,New England,Large Suburb,0.6722,6486,0.7831,0.0442,0.082,0.022,0.0026,0.0006,0.0171,0.0196,53476,0.7627,1.4,26000,12000,108100,4.05999994,81,1768,54100
Radford University,Public,Southeast,Small City,0.7831,8866,0.7786,0.0969,0.0459,0.0144,0.003,0.0025,0.0412,0.0053,19987,0.5853,4.2,21500,8750,73931,6.23999977,177,2510,38900
Ramapo College of New Jersey,Public,Mid-Atlantic,Large Suburb,0.5526,5397,0.6594,0.0521,0.1362,0.0578,0.0028,0.0028,0.0126,0.0089,27781,0.7283,5.3,22193,12825,79102,4.69000006,111,1310,45300
Randolph-Macon College,Private,Southeast,Large Suburb,0.637,1294,0.7736,0.1012,0.044,0.017,0.0015,0.0008,0.0325,0.0209,45842,0.6224,8.8,27000,8750,92252.5,4.69999981,22,373,39900
Reed College,Private,Far West,Large City,0.4853,1351,0.6077,0.0163,0.1081,0.0511,0.0015,0,0.0807,0.0607,57701,0.819,2.3,16098.5,8914,69123.5,7.17000008,26,163,28400
Regent University,Private,Southeast,Large City,0.8514,2286,0.6194,0.2183,0.0687,0.0232,0.0057,0.0026,0.0319,0.0079,26825,0.5116,5.5,26806.5,12500,35970,7.78999996,21,141,39500
Regis College,Private,New England,Large Suburb,0.7243,1188,0.4579,0.2062,0.112,0.0589,0.0034,0.0017,0.0194,0.0135,47432,0.4867,11.3,27000,12000,55309,8.61999989,20,274,41000
Regis University,Private,Rocky Mountains,Large City,0.6986,4930,0.6213,0.0531,0.1746,0.041,0.0065,0.0018,0.0221,0.0085,43058,0.5807,3.2,25000,18536,53578.5,5.48000002,196,1685,49100
Reinhardt University,Private,Southeast,Fringe Rural,0.514,1191,0.6784,0.1688,0.0529,0.0101,0.0034,0,0,0,30734,0.2821,8.3,0,9500,67316.5,5.38999987,39,301,33600
Rensselaer Polytechnic Institute,Private,Mid-Atlantic,Small City,0.412,5379,0.6492,0.0232,0.0682,0.0996,0.0011,0.0006,0.0625,0.0736,59470,0.8494,1.9,27835.5,12000,94717.5,5.86000013,99,1473,70100
Rhode Island College,Public,New England,Large Suburb,0.6915,7253,0.6382,0.0743,0.1237,0.0247,0.0034,0.0007,0.0212,0.001,14858,0.4292,6.3,22300,10566.5,52408,8.67000008,165,1923,35300
Rhode Island School of Design,Private,New England,Mid-size City,0.2731,2005,0.3342,0.0249,0.0828,0.1636,0.0015,0.001,0.0339,0.2369,59597,0.8732,3.3,26024.5,17500,75194,6.71000004,68,471,39200
Rhodes College,Private,Southeast,Large City,0.5764,2012,0.7778,0.0586,0.0328,0.0557,0.004,0,0.0303,0.0214,50659,0.7832,4.2,27000,9750,100407,7.13000011,27,260,41400
Rice University,Private,Southwest,Large City,0.1674,3920,0.3944,0.0643,0.1505,0.2138,0.0015,0,0.0469,0.1145,52242,0.9111,1.3,8413,6125,71258,7.42000008,34,491,56500
Rider University,Private,Mid-Atlantic,Large Suburb,0.7187,4041,0.6617,0.096,0.0997,0.044,0.002,0.0025,0.0215,0.0285,48163,0.6576,6.5,27000,10199.5,81460,4.44999981,107,1409,43800
Ringling College of Art and Design,Private,Southeast,Small City,0.7331,1253,0.5794,0.0255,0.1572,0.075,0.0064,0.0024,0.0184,0.1269,54676,0.6495,13.5,27000,9500,65362.5,5.92999983,64,374,30900
Rivier University,Private,New England,Small City,0.8928,1524,0.7671,0.0262,0.0492,0.0236,0.0046,0.0013,0.0105,0,39525,0.5907,4.3,27000,12000,77445,4.34999991,43,523,40700
Roanoke College,Private,Southeast,Mid-size Suburb,0.7281,1980,0.8495,0.049,0.0328,0.0141,0.003,0.001,0.0359,0.0146,48559,0.6425,4.4,27000,9500,89451,4.73999977,50,640,38700
Robert Morris University,Private,Mid-Atlantic,Large Suburb,0.8051,4459,0.767,0.0659,0.0177,0.0117,0.0011,0.0004,0.0195,0.078,38274,0.5587,4.9,27000,11937.5,63178.5,6.65999985,118,1437,39500
Robert Morris University Illinois,Private,Great Lakes,Large City,0.21,2775,0.3787,0.2822,0.2706,0.0259,0.0043,0.0022,0.0123,0.0123,32074,0.4608,5.8,24487,10552,27199,11.8299999,610,3559,28500
Roberts Wesleyan College,Private,Mid-Atlantic,Large Suburb,0.726,1302,0.7404,0.126,0.0568,0.0077,0.0038,0.0015,0.0284,0.0269,38826,0.6057,4.9,23200,15000,57714,7.25,53,614,37600
Rochester Institute of Technology,Private,Mid-Atlantic,Large Suburb,0.6016,12587,0.6274,0.0516,0.0635,0.0589,0.0021,0.0006,0.0245,0.051,45772,0.6388,5.2,27000,19849.5,72166,6.53999996,332,3581,54000
Rockhurst University,Private,Great Plains,Large City,0.7543,1682,0.7628,0.0464,0.0541,0.0279,0.0048,0.0018,0.019,0.0143,40582,0.6921,5.7,20162.5,9500,73905.5,5.78000021,40,488,43400
Roger Williams University,Private,New England,Large Suburb,0.8098,4403,0.7511,0.0182,0.0543,0.0123,0.0023,0.0002,0.0164,0.0491,48476,0.6255,2.9,27000,10460,102439,4.21000004,74,1242,43100
Rogers State University,Public,Southwest,Fringe Town,0.5445,3957,0.5969,0.0316,0.0397,0.0182,0.1372,0.0013,0.1605,0.0094,17213,0.2131,15.6,19000,6500,29974,9.52999973,289,1375,30500
Rollins College,Private,Southeast,Large Suburb,0.5889,2608,0.63,0.0625,0.1599,0.0253,0.0012,0.0019,0.0272,0.0648,56309,0.6705,6,27000,12000,46391,6.36999989,70,573,40600
Roosevelt University,Private,Great Lakes,Large City,0.7878,3596,0.4652,0.203,0.1949,0.0539,0.0028,0.0019,0.032,0.0256,43650,0.4144,7.9,24673,12500,39566.5,9.14999962,222,1380,39400
Rose-Hulman Institute of Technology,Private,Great Lakes,Small City,0.5622,2165,0.7755,0.0245,0.0286,0.037,0.0018,0.0018,0.0346,0.0924,55413,0.7284,2.4,27000,10467.5,91307,5.48000002,33,553,71300
Rowan University,Public,Mid-Atlantic,Large Suburb,0.5923,10656,0.7291,0.0848,0.0937,0.0372,0.0025,0.0011,0.0241,0.0074,26970,0.6982,5.2,21146,14000,74007.5,5.76000023,189,2881,45900
Rutgers University-Camden,Public,Mid-Atlantic,Small City,0.5859,4777,0.5621,0.1698,0.1114,0.0867,0.0006,0.0025,0.0347,0.0136,22048,0.5582,5.2,22250,13000,59041,6.01999998,1048,10583,50300
Rutgers University-New Brunswick,Public,Mid-Atlantic,Small City,0.5951,33427,0.4518,0.0767,0.123,0.2556,0.0008,0.0032,0.0331,0.0378,28011,0.7969,5.2,22250,13000,59041,6.01999998,1048,10583,50300
Rutgers University-Newark,Public,Mid-Atlantic,Large City,0.5401,6748,0.257,0.1867,0.2447,0.2208,0.0012,0.0049,0.0292,0.0313,22046,0.6752,5.2,22250,13000,59041,6.01999998,1048,10583,50300
Sacred Heart University,Private,New England,Large Suburb,0.7624,4409,0.6641,0.0311,0.0612,0.0195,0.0036,0.0014,0.0025,0.0088,50984,0.6977,3.6,25000,8398,99091,4.69000006,72,1237,49500
Saginaw Valley State University,Public,Great Lakes,Fringe Rural,0.7865,8687,0.725,0.1117,0.0343,0.0071,0.0039,0.0006,0.0138,0.0445,17876,0.3894,9.5,27000,9936,51643,7.73000002,203,2180,35000
Saint Ambrose University,Private,Great Plains,Mid-size City,0.9617,2716,0.8163,0.0387,0.06,0.0092,0.0015,0.0007,0.0188,0.0188,38189,0.613,6.7,26900,10435.5,72155,6.1500001,66,1035,40500
Saint Anselm College,Private,New England,Mid-size Suburb,0.7365,1912,0.785,0.0188,0.0303,0.0078,0.0021,0.001,0.0157,0.0058,48016,0.7447,1.9,27000,8750,101953,4.32000017,29,691,48800
Saint Augustine's University,Private,Southeast,Large City,0.6738,1299,0.0062,0.9654,0.0038,0,0,0,0,0.0185,31095,0.2926,37.3,37000,14250,31823,11.3400002,145,742,23100
Saint Cloud State University,Public,Great Plains,Small City,0.8691,11535,0.7667,0.0627,0.0295,0.0424,0.0035,0.0008,0.0298,0.0549,17892,0.478,7.2,23250,10627.5,66431,4.59999991,265,4268,38700
Saint Edward's University,Private,Southwest,Large City,0.7853,4077,0.4307,0.0395,0.3689,0.0275,0.0044,0.0022,0.0292,0.0824,43046,0.6952,6,25000,12000,54531.5,8.90999985,133,1177,41400
Saint Francis University,Private,Mid-Atlantic,Fringe Town,0.7606,1665,0.8018,0.0589,0.0186,0.0066,0.0006,0.0036,0.006,0.042,42492,0.7146,4.8,0,26076,72643.5,7.23000002,31,533,43900
Saint John Fisher College,Private,Mid-Atlantic,Large Suburb,0.6277,2948,0.8351,0.0424,0.039,0.0258,0.002,0.001,0.0142,0.002,39014,0.7253,4.4,25000,14000,77096,6.80000019,59,1053,41400
Saint Johns University,Private,Great Plains,Fringe Rural,0.7516,1871,0.8263,0.0315,0.0433,0.0294,0.0086,0.0021,0.0064,0.0524,46397,0.7946,2.4,27000,13453,99495,4.32000017,24,500,51100
Saint Josephs College,Private,Great Lakes,Distant Town,0.6419,1096,0.792,0.0894,0.0474,0.0027,0.0064,0,0.0228,0.0064,37135,0.4367,8.8,27000,7500,75145.5,5.78000021,28,363,35800
Saint Joseph's College of Maine,Private,New England,Fringe Rural,0.7778,1276,0.5933,0.0196,0.0204,0.0118,0.0055,0,0,0,43119,0.5543,5.7,27000,5800.5,77122,6.07000017,25,460,37100
Saint Joseph's College-New York,Private,Mid-Atlantic,Large City,0.7538,4408,0.588,0.0962,0.1157,0.0286,0.0054,0.0018,0.0077,0.0544,25290,0.7158,4.2,22350,14250,66404,6.9000001,128,1415,47800
Saint Joseph's University,Private,Mid-Atlantic,Large City,0.7873,5265,0.7947,0.0688,0.05,0.0239,0.0013,0.0006,0.019,0.0175,52779,0.7851,4.4,24250,11811,109701.5,5.80999994,73,1192,51600
Saint Leo University,Private,Southeast,Small Suburb,0.7662,11993,0.4017,0.349,0.1041,0.0115,0.0053,0.0023,0.0139,0.0244,31609,0.4583,11.9,26068,13079.5,36785,8.88000011,543,3365,41100
Saint Louis University,Private,Great Plains,Large City,0.6443,7961,0.6568,0.0688,0.0329,0.0823,0.0013,0,0.0509,0.0764,52413,0.6974,4.7,25000,11000,87461,6.17999983,119,1894,48100
Saint Martin's University,Private,Far West,Mid-size Suburb,0.876,1299,0.5366,0.0631,0.1216,0.0554,0.0085,0.0185,0.0801,0.0662,40458,0.4774,6.1,25000,14500,43484,7.59999991,64,489,40200
