Name,Control,Region,Locale,AdmissionRate,UndergradPopulation,%White,%Black,%Hispanic,% sian,%AmericanIndian,%PacificIslander,%Biracial,%NonresidentAliens,AverageCost,CompletionRate150time,3YearDefaultRate,MedianDebtonGraduation,MedianDebtonWithdrawal,MedianFamilyIncome,PovertyRate,NumberofUnemployed8yearsafterentry,NumberofEmployed8yearsafterentry,MedianEarnings8yearsAfterEntry
University of Southern Mississippi,Public,Southeast,Small City,0.6631,12371,0.6095,0.3178,0.0323,0.0122,0.004,0.001,0.0167,0.0062,18781,0.4513,12,25000,12641,29062,14.4399996,487,4215,33200
University of St Francis,Private,Great Lakes,Large Suburb,0.5141,1757,0.7223,0.074,0.1343,0.0262,0.004,0.004,0.0205,0.0125,36226,0.5657,3.6,25000,12500,73669,4.80000019,51,559,44700
University of St Thomas,Private,Southwest,Large City,0.7724,1529,0.3126,0.0608,0.3793,0.119,0.0026,0.0026,0.0196,0.0889,37271,0.5104,6.8,25000,11000,42131.5,9.51000023,68,400,43200
University of St Thomas,Private,Great Plains,Large City,0.8617,6246,0.8231,0.0256,0.0402,0.0357,0.0016,0,0.0296,0.0293,48421,0.751,4.2,26500,11150,96397,4.05000019,79,1376,48100
University of the Cumberlands,Private,Southeast,Remote Town,0.7127,1545,0.7987,0.0828,0.0233,0.0026,0.0026,0.0006,0.0091,0.0615,30993,0.4345,8.7,21505.5,5700,48248,15.3999996,67,552,30100
University of the Incarnate Word,Private,Southwest,Large City,0.9307,6346,0.206,0.0703,0.6013,0.0191,0.0036,0.0025,0.011,0.032,34487,0.4,9.2,27000,12067,41999,11.2799997,145,1224,41600
University of the Pacific,Private,Far West,Large City,0.7265,3869,0.3223,0.0269,0.1858,0.3153,0.0067,0.0047,0.0432,0.0538,52406,0.5669,3.5,23500,18750,40951,9.18999958,111,1339,64000
University of the Sciences,Private,Mid-Atlantic,Large City,0.5635,1830,0.4355,0.0596,0.0191,0.3628,0.0011,0.0033,0.0213,0.0142,49327,0.7181,2.4,27000,9625,82840.5,6.01999998,47,796,94000
University of the Virgin Islands,Public,Outlying Areas,Remote Town,0.9782,2023,0.0504,0.7642,0.0662,0.0035,0,0.0005,0,0.0554,16261,0.2438,16.4,12150,6250,25917,10.2299995,86,493,30300
University of Toledo,Public,Great Lakes,Large City,0.9073,15440,0.6947,0.139,0.0447,0.0233,0.0021,0.0008,0.025,0.0443,21263,0.4543,13.5,24994,9500,57163,7.76999998,498,4974,37600
University of Tulsa,Private,Southwest,Large City,0.4059,3394,0.5524,0.0451,0.0418,0.0327,0.0392,0.0012,0.0171,0.2563,46560,0.6882,7.2,25000,11000,64324,7.32999992,65,688,41400
University of Utah,Public,Rocky Mountains,Mid-size City,0.8174,23273,0.7156,0.0122,0.0938,0.0505,0.0054,0.0059,0.0319,0.0664,19048,0.6037,3.9,15400,10821,32294,6.05999994,830,5127,44300
University of Vermont,Public,New England,Small City,0.7755,9970,0.834,0.0115,0.0427,0.0221,0.0027,0.0002,0.0294,0.0202,27788,0.7582,3.8,21893.5,9581.5,77614,5.40999985,174,2337,39400
University of Virginia-Main Campus,Public,Southeast,Small City,0.2999,15020,0.607,0.063,0.0579,0.1224,0.0013,0.0003,0.0429,0.0565,25255,0.9307,1.7,19500,11921,84687,5.63999987,151,1870,53600
University of Washington-Bothell Campus,Public,Far West,Large Suburb,0.7568,4077,0.4623,0.0503,0.0831,0.2443,0.0056,0.0091,0.0527,0.0731,22800,0.6757,4.3,16326,11400,38703,6.57000017,678,6080,48300
University of Washington-Seattle Campus,Public,Far West,Large City,0.5523,28754,0.4399,0.0267,0.0692,0.2422,0.0066,0.0048,0.0518,0.1407,24606,0.8183,4.3,16326,11400,38703,6.57000017,678,6080,48300
University of Washington-Tacoma Campus,Public,Far West,Mid-size City,0.8523,3587,0.4706,0.068,0.0934,0.1603,0.0123,0.0162,0.0652,0.0388,22185,0.4943,4.3,16326,11400,38703,6.57000017,678,6080,48300
University of West Alabama,Public,Southeast,Remote Rural,0.9957,1988,0.4291,0.4195,0.0216,0.0101,0.0035,0.001,0.0091,0.0473,17959,0.3161,9.6,22500,10864.5,23735,19.4699993,67,621,32200
University of West Georgia,Public,Southeast,Fringe Town,0.5385,9777,0.5436,0.3487,0.0428,0.0095,0.0019,0.001,0.0324,0.0102,18879,0.4287,10.4,23001,9500,51454,7.48000002,300,2381,32800
University of Wisconsin-Eau Claire,Public,Great Lakes,Small City,0.7646,10218,0.8984,0.0064,0.0186,0.033,0.004,0.0004,0.0166,0.0202,18066,0.6693,3.8,23250,8750,78332,4.44999981,149,2644,39900
University of Wisconsin-Green Bay,Public,Great Lakes,Mid-size City,0.8476,5765,0.8671,0.012,0.0361,0.0272,0.0134,0.0012,0.0225,0.0168,16878,0.464,4.2,21711,10500,67408,4.53999996,100,1569,36100
University of Wisconsin-La Crosse,Public,Great Lakes,Small City,0.72,9335,0.8941,0.0073,0.0271,0.0252,0.003,0.0007,0.0211,0.02,17896,0.672,1.8,23203,8855,81510.5,4.53000021,111,1934,40400
University of Wisconsin-Madison,Public,Great Lakes,Mid-size City,0.6792,29504,0.7713,0.0215,0.0459,0.0551,0.0022,0.0012,0.0264,0.0725,23718,0.8284,1.6,23000,13000,87726,4.84000015,364,5177,48200
University of Wisconsin-Milwaukee,Public,Great Lakes,Large City,0.8608,21747,0.717,0.0822,0.0759,0.0596,0.0043,0.0008,0.0314,0.0271,21203,0.4141,6.1,25107.5,11000,66757,6.30999994,549,6040,38100
University of Wisconsin-Oshkosh,Public,Great Lakes,Small City,0.8134,10633,0.8791,0.0198,0.0293,0.0371,0.0089,0.0005,0.018,0.0064,16935,0.5351,4.5,23868,9489,69462,4.1500001,142,2972,37500
University of Wisconsin-Parkside,Public,Great Lakes,Mid-size Suburb,0.7547,4354,0.6966,0.0923,0.1171,0.0287,0.0018,0.0023,0.0397,0.0179,15218,0.3073,12,24250,9500,51714.5,6.86000013,129,1211,33600
University of Wisconsin-Platteville,Public,Great Lakes,Distant Town,0.9647,7740,0.9198,0.0137,0.0257,0.0112,0.0018,0.0009,0.0143,0.0096,16824,0.5423,4.1,24000,8250,69457,4.80000019,82,1836,40600
University of Wisconsin-River Falls,Public,Great Lakes,Distant Town,0.8663,5506,0.8999,0.0134,0.0234,0.0251,0.0035,0.0009,0.0194,0.0114,16682,0.5141,4.2,24700,9251,75121,4.25,82,1784,36000
University of Wisconsin-Stevens Point,Public,Great Lakes,Distant Town,0.8285,9150,0.888,0.0153,0.0291,0.0233,0.0049,0.0008,0.0187,0.0174,16427,0.5804,4.1,25000,8750,69497,4.53000021,161,2513,35800
University of Wisconsin-Stout,Public,Great Lakes,Distant Town,0.8927,8094,0.8845,0.0124,0.0219,0.0326,0.0033,0.0012,0.0159,0.0226,18192,0.5426,3.7,24752.5,9500,74284.5,4.51999998,145,2396,39800
University of Wisconsin-Superior,Public,Great Lakes,Mid-size Suburb,0.8927,2415,0.8352,0.0203,0.0207,0.0099,0.0265,0.0012,0.0269,0.0559,16953,0.4111,8.3,23500,10000,45359,6.92000008,92,900,30900
University of Wisconsin-Whitewater,Public,Great Lakes,Distant Town,0.8468,10438,0.8585,0.0478,0.0414,0.0166,0.0019,0.0005,0.0243,0.0078,16107,0.5483,7.6,25250,9750,73639,4.78000021,184,2760,38200
University of Wyoming,Public,Rocky Mountains,Remote Town,0.9569,9969,0.8108,0.0117,0.0605,0.0112,0.0066,0.0029,0.0221,0.0385,17652,0.5409,5.3,19000,9500,51123,7.96999979,299,2685,42000
Upper Iowa University,Private,Great Plains,Remote Rural,0.5818,4513,0.6718,0.1926,0.0412,0.01,0.004,0.002,0.0113,0.0204,35190,0.3963,8.3,22500,12360.5,38423,7.44999981,160,1572,39000
Ursinus College,Private,Mid-Atlantic,Large Suburb,0.6633,1578,0.7668,0.0615,0.0532,0.0507,0.0019,0.0019,0.0336,0.0146,57163,0.7906,2.9,27000,10241.5,89174,5.03999996,33,484,46600
Utah State University,Public,Rocky Mountains,Small City,0.9674,20775,0.8003,0.0103,0.0511,0.0097,0.0227,0.0024,0.0168,0.0214,16020,0.5109,5.7,13500,6500,29227,7.38999987,1096,4230,37300
Utica College,Private,Mid-Atlantic,Small City,0.8542,2831,0.6976,0.1035,0.0788,0.0258,0.0064,0.0021,0.018,0.0279,44394,0.4715,8.5,25000,9065,55077,9.5699997,80,1083,37600
Valdosta State University,Public,Southeast,Small City,0.5522,9634,0.5301,0.3567,0.042,0.0099,0.0023,0.0017,0.0306,0.0225,20958,0.4017,10.2,25245,11000,51351,10.7399998,293,2558,34300
Valparaiso University,Private,Great Lakes,Large Suburb,0.7969,3209,0.7457,0.0533,0.0673,0.0156,0.0012,0.0006,0.0227,0.0826,43185,0.7013,4.4,27000,11925,81419.5,5.07999992,66,960,42400
Vanderbilt University,Private,Southeast,Large City,0.1274,6794,0.6057,0.0802,0.0792,0.0848,0.0038,0.0006,0.0489,0.0578,59890,0.9252,1.3,13750,8959,74999.5,6.6500001,86,937,54400
Vanguard University of Southern California,Private,Far West,Mid-size City,0.6977,2057,0.4599,0.0404,0.3471,0.0428,0.0053,0.0102,0.052,0.0083,41952,0.5232,4.9,25000,12500,67855,7.82999992,116,710,33900
Vassar College,Private,Mid-Atlantic,Large Suburb,0.2411,2436,0.6125,0.0575,0.1104,0.0952,0.0004,0,0.0587,0.0644,59320,0.9365,0.3,17545,7500,102049,6.38999987,43,356,42300
Villanova University,Private,Mid-Atlantic,Large Suburb,0.489,6856,0.7598,0.0449,0.071,0.0674,0,0.0006,0.0226,0.0176,56265,0.9008,2,27000,17750,112696,4.46000004,95,1555,65100
Virginia Commonwealth University,Public,Southeast,Mid-size City,0.6913,22049,0.5162,0.1842,0.0754,0.1213,0.0026,0.0029,0.0463,0.0293,25291,0.5681,6,24750,11750,55696,6.53999996,381,4656,38600
Virginia Military Institute,Public,Southeast,Distant Town,0.4732,1675,0.8316,0.043,0.0436,0.0543,0.0018,0.0072,0.0155,0.003,24643,0.7585,6,23500,8500,89939.5,5.32999992,13,316,53300
Virginia Polytechnic Institute and State University,Public,Southeast,Small City,0.7028,23928,0.7182,0.0349,0.0512,0.0848,0.0016,0.0013,0.0403,0.0382,25513,0.8243,2.6,25000,13925,95419,5.30999994,270,4439,52900
Virginia State University,Public,Southeast,Large Suburb,0.9459,5023,0.0231,0.8561,0.0185,0.0026,0.0028,0,0,0.001,20075,0.4034,13.7,28451,9531,39006,11.3599997,141,1587,29600
Virginia Union University,Private,Southeast,Mid-size City,0.5848,1359,0.0059,0.9544,0.0125,0.0007,0.0029,0.0007,0.0088,0.0059,26885,0.3547,28.4,31000,9500,39816.5,12.1899996,91,687,27200
Virginia Wesleyan College,Private,Southeast,Large City,0.9311,1436,0.5759,0.2298,0.0634,0.0146,0.0063,0.0014,0.071,0.007,41010,0.4404,10,27000,6000,71035,6.05999994,67,552,35900
Viterbo University,Private,Great Lakes,Small City,0.706,2052,0.9089,0.0185,0.021,0.018,0.0024,0,0.0205,0.0058,32956,0.4681,5,27000,10672.5,57043.5,5.53999996,70,770,37300
Wagner College,Private,Mid-Atlantic,Large City,0.6988,1830,0.6612,0.0612,0.0929,0.0251,0.0011,0.0005,0.0197,0.0328,49453,0.6136,3.7,27000,8750,94891,5.57999992,41,614,50800
Wake Forest University,Private,Southeast,Mid-size City,0.352,4812,0.76,0.065,0.0599,0.0486,0.0017,0.0006,0.0266,0.0374,58260,0.8646,1.3,22810,12750,103314,5.32999992,38,595,52800
Walla Walla University,Private,Far West,Small Suburb,0.9286,1646,0.7327,0.0255,0.1252,0.0529,0.0115,0.0043,0.0006,0.0176,34747,0.4593,4.1,28250,18333,55205,8.68999958,87,548,40900
Walsh University,Private,Great Lakes,Large Suburb,0.7713,2280,0.7825,0.0522,0.0228,0.0048,0.0022,0.0009,0.0215,0.0237,34994,0.5519,6,27000,10500,67420,6.55000019,55,557,39600
Warner University,Private,Southeast,Fringe Rural,0.3378,1023,0.4194,0.4018,0.1232,0.0088,0.0029,0.002,0.0108,0.0205,28555,0.4275,11.9,24375,9500,38439.5,9.85000038,42,428,37000
Wartburg College,Private,Great Plains,Distant Town,0.7765,1669,0.7789,0.0629,0.0234,0.0084,0.0012,0.0006,0.0198,0.0953,43312,0.6262,4.6,27000,10500,79035.5,5.42000008,27,736,39700
Washington & Jefferson College,Private,Mid-Atlantic,Large Suburb,0.3973,1300,0.8408,0.0308,0.0285,0.0262,0.0046,0.0015,0.0262,0.0131,49507,0.7709,2.8,27000,9500,95549.5,6.26000023,22,432,43800
Washington and Lee University,Private,Southeast,Distant Town,0.1843,1846,0.8337,0.0244,0.0347,0.0363,0.0011,0,0.0157,0.0325,56616,0.9024,1.1,19500,0,112856,5.38999987,19,203,61800
Washington College,Private,Mid-Atlantic,Distant Town,0.6655,1424,0.7872,0.033,0.0365,0.0126,0.0014,0,0.0232,0.0639,52243,0.6821,3.5,27000,8750,108663.5,4.19000006,19,333,40800
Washington State University,Public,Far West,Distant Town,0.8208,22825,0.6648,0.0331,0.1065,0.0526,0.0063,0.0042,0.0686,0.0426,26292,0.6548,4,20977,11250,58238.5,7.73000002,599,5682,43700
Washington University in St Louis,Private,Great Plains,Large Suburb,0.1555,6851,0.5529,0.0587,0.0558,0.1738,0.0013,0.0001,0.038,0.0775,62594,0.9404,3,20125,16742.5,77947.5,6.17000008,100,1165,58300
Wayland Baptist University,Private,Southwest,Remote Town,0.9862,4246,0.4317,0.1684,0.2671,0.0247,0.0071,0.0097,0.0384,0.0104,21543,0.332,10.8,18750,9500,36554.5,10.96,139,1102,37400
Wayne State University,Public,Great Lakes,Large City,0.7624,17789,0.5317,0.2136,0.0417,0.0783,0.004,0.0013,0.0262,0.025,20199,0.3235,12.5,21500,13500,30304.5,11.5299997,726,4260,36700
Waynesburg University,Private,Mid-Atlantic,Distant Town,0.7523,1559,0.9256,0.0321,0.0103,0.0058,0.0026,0.0013,0.0115,0,28822,0.5398,5.1,27000,12500,64789,8.47000027,59,690,39300
Webster University,Private,Great Plains,Large Suburb,0.5806,3398,0.6604,0.1463,0.0415,0.0253,0.0021,0.0012,0.0227,0.0165,37363,0.5942,5.6,25000,16250,61052,6.5,143,1223,37400
Wellesley College,Private,New England,Large Suburb,0.2911,2347,0.4205,0.0592,0.0993,0.228,0,0,0.0579,0.1095,57164,0.9068,1.2,8225,6832.5,74657,6.44000006,40,273,52800
Wentworth Institute of Technology,Private,New England,Large City,0.5761,3975,0.5967,0.0478,0.0365,0.0606,0.0035,0.0003,0.0335,0.0606,43850,0.6251,4.5,27000,9500,81863,5.42000008,97,1426,52100
Wesley College,Private,Mid-Atlantic,Small City,0.625,1481,0.4517,0.4173,0.054,0.0128,0.0034,0.002,0.0263,0.0027,35199,0.2178,16.4,30750,9500,65621,6.5,66,782,38800
Wesleyan University,Private,New England,Small City,0.2092,2888,0.5294,0.072,0.0966,0.0796,0.0007,0.001,0.0582,0.0828,61167,0.9154,1.5,18633,8500,88497,6.73999977,48,413,42000
West Chester University of Pennsylvania,Public,Mid-Atlantic,Large Suburb,0.5156,13456,0.8114,0.0922,0.0468,0.021,0.001,0.0005,0.0236,0.003,24997,0.6864,5.2,23811,14000,82783,5.17000008,235,3122,42000
West Liberty University,Public,Southeast,Fringe Rural,0.7122,2412,0.8905,0.0539,0.0104,0.0066,0.0021,0.0008,0.0075,0.0178,18406,0.4148,18.1,24624,10980,48827.5,10.5600004,81,779,30800
West Texas A & M University,Public,Southwest,Fringe Town,0.7403,6890,0.6386,0.0533,0.234,0.0122,0.0054,0.0006,0.0226,0.0174,17553,0.403,11,21500,9625,39169,10.5299997,212,1985,37100
West Virginia State University,Public,Southeast,Mid-size Suburb,0.4478,2195,0.4615,0.1171,0.0055,0.0036,0.0055,0,0,0.0055,13756,0.1868,14.2,23787.5,9500,25404.5,11.9099999,291,1466,27000
West Virginia University,Public,Southeast,Small City,0.851,22130,0.8271,0.0446,0.0354,0.0158,0.0019,0.0009,0.0304,0.0409,16898,0.5744,10.5,23808,9500,69116,9.15999985,514,5826,38700
West Virginia University Institute of Technology,Public,Southeast,Fringe Rural,0.5131,1133,0.7626,0.0715,0.0477,0.0168,0.0026,0.0009,0.0238,0.0574,14465,0.2024,10.5,23808,9500,34515,15.1300001,514,5826,38700
West Virginia Wesleyan College,Private,Southeast,Remote Town,0.7696,1356,0.8031,0.0878,0.0184,0.0007,0.0022,0.0015,0.0251,0.0479,38796,0.601,11.4,26000,5750,70830,9.85000038,58,570,35100
Western Carolina University,Public,Southeast,Fringe Rural,0.3766,8238,0.8086,0.0643,0.0435,0.0123,0.0084,0.001,0.0296,0.0216,17805,0.5108,8.1,21249,8261,55820,7.75,218,1869,32200
Western Connecticut State University,Public,New England,Small City,0.6549,5184,0.6798,0.1082,0.1462,0.0314,0.0021,0.0017,0.0102,0.0004,19446,0.4447,6.8,24250,11000,67834,4.40999985,110,1189,38700
Western Illinois University,Public,Great Lakes,Remote Town,0.5931,9873,0.6656,0.1659,0.0795,0.0099,0.0021,0.0008,0.0205,0.0161,24375,0.561,7.2,24000,11000,65915,6.13000011,291,4060,37200
Western Kentucky University,Public,Southeast,Small City,0.9232,15780,0.7701,0.1123,0.0234,0.0093,0.0027,0.001,0.0192,0.0506,16538,0.4368,13.7,24431,11000,42198.5,10.8699999,537,4340,30800
Western Michigan University,Public,Great Lakes,Small City,0.8285,18755,0.7483,0.1122,0.0477,0.014,0.0042,0.0014,0.031,0.0293,22483,0.5491,7.7,27000,12000,74325,5.59999991,473,6209,37900
Western New England University,Private,New England,Mid-size City,0.8151,2648,0.7749,0.0476,0.0759,0.0279,0.0004,0.0004,0.0185,0.0208,45850,0.5961,5.6,27000,8905,87684,5.1500001,48,1152,48400
Western Oregon University,Public,Far West,Fringe Town,0.882,5142,0.6886,0.0352,0.0945,0.0311,0.02,0.0266,0.0047,0.0564,21732,0.4443,9.3,25000,11500,53889,7.78999996,199,1484,34000
Western State Colorado University,Public,Rocky Mountains,Remote Town,0.932,1956,0.7474,0.0245,0.0905,0.0097,0.0026,0.0046,0.0276,0.0077,18875,0.4242,5.5,20497.5,8481.5,60062.5,5.78000021,78,773,30100
Western Washington University,Public,Far West,Small City,0.8371,13925,0.7534,0.0156,0.068,0.0641,0.0043,0.0014,0.0759,0.0099,22009,0.6932,4.7,19500,10476,60238,6.55000019,410,3394,39000
Westfield State University,Public,New England,Large Suburb,0.7487,5524,0.8007,0.0416,0.073,0.0096,0.0014,0.0007,0.0375,0.0047,19468,0.585,4.6,23026,7500,78180,6.19000006,82,1396,39300
Westminster College,Private,Great Plains,Distant Town,0.719,1022,0.6644,0.0587,0.0323,0.0108,0.0245,0.001,0.0108,0.1732,33354,0.6906,9.1,27000,9500,64767,6.67999983,21,245,35400
Westminster College,Private,Mid-Atlantic,Fringe Town,0.7336,1313,0.8187,0.0259,0.0076,0.0038,0.0023,0.0015,0.019,0.0023,42474,0.7653,2.6,27000,10500,75532,6.92999983,27,466,37300
Westminster College,Private,Rocky Mountains,Mid-size City,0.7517,2260,0.6854,0.0128,0.0982,0.0248,0.008,0.0035,0.0248,0.054,37990,0.5714,3.4,24500,9500,50415,5.76999998,74,672,41700
Westmont College,Private,Far West,Mid-size Suburb,0.7016,1295,0.6664,0.01,0.129,0.0633,0.0023,0.0039,0.0695,0.0162,51760,0.7577,5.1,23250,12000,96799,6.25,28,316,39200
Wheaton College,Private,New England,Large Suburb,0.6737,1640,0.7012,0.0512,0.0695,0.0384,0.0012,0.0006,0.0348,0.0915,56934,0.756,5.1,24000,6700,92594,5.84999991,38,330,42500
Wheaton College,Private,Great Lakes,Large Suburb,0.6871,2415,0.7822,0.0215,0.0493,0.082,0.0008,0,0.0451,0.0186,41394,0.8672,1.2,23000,13750,83641,4.84000015,61,486,39700
Wheeling Jesuit University,Private,Southeast,Small City,0.6892,1139,0.8016,0.0474,0.0255,0.014,0.0009,0.0035,0.0035,0.0272,34213,0.5375,6.9,27000,10440,66698,9.77999973,47,457,40000
Whitman College,Private,Far West,Small City,0.5696,1525,0.7246,0.0125,0.0774,0.0643,0.0033,0.0046,0.0439,0.0348,54865,0.8775,1.7,15990,8750,93725,6.32000017,27,259,37900
Whittier College,Private,Far West,Large Suburb,0.6325,1651,0.3537,0.0454,0.424,0.089,0.0061,0.0024,0.0351,0.04,49920,0.6677,6.2,26000,11000,75319,8.46000004,44,371,38900
Whitworth University,Private,Far West,Large Suburb,0.6452,2337,0.789,0.0145,0.0787,0.027,0.006,0.0043,0.0509,0.0167,45655,0.7387,4.5,26036.5,13000,74397.5,7.44999981,86,655,35900
Wichita State University,Public,Great Plains,Large City,0.9576,11198,0.6516,0.0597,0.0914,0.0695,0.0088,0.0016,0.0253,0.0561,14764,0.4637,7.8,21750,11000,41686,6.9000001,386,2950,36400
Widener University-Main Campus,Private,Mid-Atlantic,Large Suburb,0.6726,3188,0.7083,0.143,0.0458,0.0332,0.0035,0.0013,0.0257,0.0248,50294,0.5601,5.8,27800,9500,60128,7.13000011,114,1272,49700
Wilkes University,Private,Mid-Atlantic,Small City,0.7598,2281,0.7712,0.0346,0.0456,0.0272,0.0018,0.0013,0.0263,0.0719,42612,0.579,5.1,27000,9500,71479.5,6.94000006,51,973,44700
Willamette University,Private,Far West,Mid-size City,0.5784,1970,0.631,0.0178,0.1046,0.0721,0.0162,0.0056,0.0868,0.0112,52665,0.7883,3.5,23500,8750,82978,6.84000015,40,395,41300
William Carey University,Private,Southeast,Small City,0.4877,2166,0.6145,0.2982,0.0175,0.0074,0.0055,0,0,0.0425,23962,0.6196,7.6,23978.5,12667,25265,14.8699999,103,819,32500
William Jessup University,Private,Far West,Fringe Rural,0.6929,1029,0.7182,0.0505,0.1497,0.0321,0.0107,0.0039,0.0233,0.001,34811,0.5614,4.4,21500,13298,56144,6.38999987,32,181,30300
William Jewell College,Private,Great Plains,Large Suburb,0.5778,1044,0.7749,0.0642,0.0374,0.0086,0.0077,0.001,0.0527,0.0268,42688,0.5868,5.2,26000,7250,75990.5,5.67000008,40,529,40500
William Paterson University of New Jersey,Public,Mid-Atlantic,Large Suburb,0.6811,9930,0.4658,0.1392,0.2428,0.0645,0.0011,0.0039,0.0216,0.0089,21990,0.5012,9.4,25382,11000,54969,6.59000015,234,2541,39900
William Penn University,Private,Great Plains,Remote Town,0.5766,1558,0.6714,0.1502,0.0757,0.0128,0.0026,0.0032,0.0141,0.0327,33081,0.3978,13.4,25563,12500,45954.5,6.78999996,83,986,36900
William Woods University,Private,Great Plains,Distant Town,0.7514,1001,0.8521,0.038,0.011,0.006,0.005,0.002,0.023,0.001,33016,0.565,4.8,22650.5,6500,58119,6.92999983,39,424,32500
Williams College,Private,New England,Fringe Town,0.1702,2051,0.5651,0.0775,0.1214,0.1053,0.0029,0,0.0609,0.0668,59412,0.9536,1.8,12005,6625,88403.5,7.63000011,41,246,46400
Wilmington College,Private,Great Lakes,Fringe Rural,0.4603,1163,0.8014,0.0808,0.0009,0.0034,0.0026,0,0.043,0.0095,39415,0.3841,9.4,27000,9750,61722,6.84999991,48,634,35000
Wingate University,Private,Southeast,Large Suburb,0.793,2002,0.6439,0.1518,0.0245,0.0195,0.0065,0.0015,0.0355,0.0355,35465,0.5305,7.3,25976.5,8715,68642.5,7.07000017,35,549,37400
Winona State University,Public,Great Plains,Distant Town,0.6075,8079,0.8794,0.021,0.025,0.0197,0.001,0.0007,0.0183,0.0245,20449,0.5646,4.4,24000,9221,80304,4.23999977,137,2527,39000
Winston-Salem State University,Public,Southeast,Mid-size City,0.5565,4877,0.1794,0.7234,0.0185,0.0076,0.0051,0.0004,0.0223,0.0148,15990,0.4553,16,27687,15000,30559.5,10.1700001,169,1310,28900
Winthrop University,Public,Southeast,Small City,0.7225,4704,0.5818,0.3099,0.031,0.0138,0.0047,0.0026,0.0217,0.0327,24595,0.5587,9.3,27000,9500,56621.5,9.10000038,121,1526,33100
Wisconsin Lutheran College,Private,Great Lakes,Large City,0.6356,1058,0.8251,0.0558,0.0463,0.0085,0.0066,0,0.0208,0.0255,34192,0.6354,2.9,24634.5,8750,75194,4.38999987,18,231,35000
Wittenberg University,Private,Great Lakes,Small City,0.8932,1891,0.8144,0.0677,0.0286,0.01,0.0021,0,0.0428,0.0201,50728,0.6261,6.4,27000,10199.5,89184,5.42000008,46,664,37000
Wofford College,Private,Southeast,Small City,0.688,1610,0.8168,0.0814,0.0236,0.028,0.0006,0.0006,0.0199,0.0199,47856,0.8156,2.6,24000,9500,91037,7.96999979,11,255,44000
